kind	letter	sup	num	dc	half	component	hip	hr	hd	source
flamsteed			48	Tau			19877	1319	26911	nec
flamsteed			51	Tau			20087	1331	27176	nec
flamsteed			53	Tau			20171	1339	27295	nec
flamsteed			56	Tau			20186	1341	27309	nec
flamsteed			57	Tau			20219	1351	27397	nec
flamsteed			58	Tau			20261	1356	27459	nec
flamsteed			60	Tau			20400	1368	27628	nec
flamsteed			62	Tau			20533	1378	27778	nec
flamsteed			63	Tau			20484	1376	27749	nec
flamsteed			66	Tau			20522	1381	27820	nec
flamsteed			70	Tau			20661	1391	27991	nec
flamsteed			71	Tau			20713	1394	28052	nec
flamsteed			72	Tau			20789	1399	28149	nec
flamsteed			75	Tau			20877	1407	28292	nec
flamsteed			76	Tau			20873	1408	28294	nec
flamsteed			79	Tau			20901	1414	28355	nec
flamsteed			80	Tau			20995	1422	28485	nec
flamsteed			80	Tau		A	20995	1422	28485	nec
flamsteed			81	Tau			21039	1428	28546	nec
flamsteed			83	Tau			21036	1430	28556	nec
flamsteed			84	Tau			21082		28595	nec
flamsteed			85	Tau			21137	1432	28677	nec
flamsteed			88	Tau			21402	1458	29140	nec
flamsteed			89	Tau			21588	1472	29375	nec
flamsteed			90	Tau			21589	1473	29388	nec
flamsteed			93	Tau			21735	1484	29589	nec
flamsteed			95	Tau			21961	1499	29859	nec
flamsteed			96	Tau			22441	1537	30605	nec
flamsteed			97	Tau			22565	1547	30780	nec
flamsteed			98	Tau			23088	1590	31592	nec
flamsteed			99	Tau			23068	1586	31553	nec
flamsteed			103	Tau			23900	1659	32990	nec
flamsteed			105	Tau			23883	1660	32991	nec
flamsteed			108	Tau			24512	1711	34053	nec
flamsteed			109	Tau			24822	1739	34559	nec
flamsteed			110	Tau			25216	1774	35189	nec
flamsteed			113	Tau			25410	1798	35532	nec
flamsteed			114	Tau			25539	1810	35708	nec
flamsteed			115	Tau			25499	1808	35671	nec
flamsteed			116	Tau			25555	1814	35770	nec
flamsteed			117	Tau			25583	1816	35802	nec
flamsteed			118	Tau			25695	1821	35943	nec
flamsteed			118	Tau		A	25695	1821	35943	nec
flamsteed			119	Tau			25945	1845	36389	nec
flamsteed			120	Tau			26064	1858	36576	nec
flamsteed			121	Tau			26248	1875	36819	nec
flamsteed			122	Tau			26382	1905	37147	nec
flamsteed			125	Tau			26640	1928	37438	nec
flamsteed			126	Tau			26777	1946	37711	nec
flamsteed			129	Tau			27265	1985	38478	nec
flamsteed			130	Tau			27338	1990	38558	nec
flamsteed			131	Tau			27316	1989	38545	nec
flamsteed			132	Tau			27468	2002	38751	nec
flamsteed			133	Tau			27364	1993	38622	nec
flamsteed			134	Tau			27511	2010	38899	nec
flamsteed			135	Tau			27581	2016	39019	nec
flamsteed			136	Tau			27830	2034	39357	nec
flamsteed			137	Tau			27743	2033	39317	nec
flamsteed			139	Tau			28237	2084	40111	nec
flamsteed			141	Tau			28561	2116	40724	nec
flamsteed			5	Tri			10220	634	13372	nec
flamsteed			7	Tri			10559	655	13869	nec
flamsteed			10	Tri			10793	675	14252	nec
flamsteed			11	Tri			11432	712	15176	nec
flamsteed			12	Tri			11486	717	15257	nec
flamsteed			13	Tri			11548	720	15335	nec
flamsteed			14	Tri			11784	736	15656	nec
flamsteed			15	Tri			12086	750	16058	nec
flamsteed			47	Tuc			1902	95	2051	nec
flamsteed			2	UMa			42080	3354	72037	nec
flamsteed			5	UMa			43644	3505	75486	nec
flamsteed			6	UMa			43903	3531	75958	nec
flamsteed			10	UMa			44248	3579	76943	nec
flamsteed			15	UMa			44901	3619	78209	nec
flamsteed			16	UMa			45333	3648	79028	nec
flamsteed			17	UMa			45455	3660	79354	nec
flamsteed			18	UMa			45493	3662	79439	nec
flamsteed			22	UMa			47013	3768	82189	nec
flamsteed			23	UMa			46733	3757	81937	nec
flamsteed			24	UMa			46977	3771	82210	nec
flamsteed			26	UMa			47006	3799	82621	nec
flamsteed			27	UMa			47654	3839	83506	nec
flamsteed			31	UMa			48682	3917	85795	nec
flamsteed			32	UMa			50448	4026	88983	nec
flamsteed			35	UMa			51401	4106	90633	nec
flamsteed			37	UMa			51814	4141	91480	nec
flamsteed			39	UMa			52478	4187	92728	nec
flamsteed			41	UMa			52685	4202	93132	nec
flamsteed			42	UMa			53064	4236	93875	nec
flamsteed			43	UMa			53043	4235	93859	nec
flamsteed			44	UMa			53261	4246	94247	nec
flamsteed			46	UMa			53426	4258	94600	nec
flamsteed			49	UMa			53838	4288	95310	nec
flamsteed			51	UMa			54136	4309	95934	nec
flamsteed			55	UMa			55266	4380	98353	nec
flamsteed			56	UMa			55560	4392	98839	nec
flamsteed			57	UMa			56034	4422	99787	nec
flamsteed			57	UMa		A	56034	4422	99787	nec
flamsteed			58	UMa			56148	4431	99984	nec
flamsteed			60	UMa			56789	4480	101133	nec
flamsteed			61	UMa			56997	4496	101501	nec
flamsteed			62	UMa			57029	4501	101606	nec
flamsteed			66	UMa			58181	4566	103605	nec
flamsteed			68	UMa			59458	4641	106002	nec
flamsteed			70	UMa			60212	4701	107465	nec
flamsteed			71	UMa			60584	4726	108135	nec
flamsteed			73	UMa			60795	4745	108502	nec
flamsteed			74	UMa			60978	4760	108844	nec
flamsteed			75	UMa			60992	4762	108861	nec
flamsteed			76	UMa			61936	4833	110462	nec
flamsteed			78	UMa			63503	4931	113139	nec
flamsteed			78	UMa		A	63503	4931	113139	nec
flamsteed			81	UMa			66198	5109	118214	nec
flamsteed			82	UMa			66634	5142	119024	nec
flamsteed			83	UMa			66738	5154	119228	nec
flamsteed			84	UMa			67231	5187	120198	nec
flamsteed			86	UMa			67848	5238	121409	nec
flamsteed			2	UMi			5372	285	5848	nec
flamsteed			3	UMi			68956	5305	124063	nec
flamsteed			4	UMi			69112	5321	124547	nec
flamsteed			5	UMi			70692	5430	127700	nec
flamsteed			11	UMi			74793	5714	136726	nec
flamsteed			19	UMi			79280	6079	146926	nec
flamsteed			20	UMi			79420	6082	147142	nec
flamsteed			24	UMi			85699	6811	166926	nec
flamsteed			33	Vel		A	41616	3358	72108	nec
flamsteed			4	Vir			57562	4528	102510	nec
flamsteed			6	Vir			58110	4559	103484	nec
flamsteed			7	Vir			58510	4585	104181	nec
flamsteed			12	Vir			59608	4650	106251	nec
flamsteed			13	Vir			60030	4681	107070	nec
flamsteed			16	Vir			60172	4695	107328	nec
flamsteed			17	Vir			60353	4708	107705	nec
flamsteed			20	Vir			61246	4777	109217	nec
flamsteed			21	Vir			61318	4781	109309	nec
flamsteed			25	Vir			61558	4799	109704	nec
flamsteed			27	Vir			61937	4824	110377	nec
flamsteed			31	Vir			61968	4829	110423	nec
flamsteed			34	Vir			62394	4855	111164	nec
flamsteed			35	Vir			62443	4858	111239	nec
flamsteed			37	Vir			62757	4878	111765	nec
flamsteed			38	Vir			62875	4891	111998	nec
flamsteed			41	Vir			62933	4900	112097	nec
flamsteed			44	Vir			63414	4921	112846	nec
flamsteed			46	Vir		A	63494	4925	112992	nec
flamsteed			49	Vir			64078	4955	114038	nec
flamsteed			50	Vir			64224	4961	114287	nec
flamsteed			53	Vir			64407	4981	114642	nec
flamsteed			55	Vir			64577	4995	114946	nec
flamsteed			57	Vir			64725	5001	115202	nec
flamsteed			61	Vir			64924	5019	115617	nec
flamsteed			63	Vir			65301	5044	116292	nec
flamsteed			64	Vir			65241	5040	116235	nec
flamsteed			65	Vir			65323	5047	116365	nec
flamsteed			66	Vir			65420	5050	116568	nec
flamsteed			68	Vir			65581	5064	116870	nec
flamsteed			69	Vir			65639	5068	116976	nec
flamsteed			70	Vir			65721	5072	117176	nec
flamsteed			71	Vir			65790	5081	117304	nec
flamsteed			72	Vir			65892	5088	117436	nec
flamsteed			73	Vir			66015	5094	117661	nec
flamsteed			74	Vir			66006	5095	117675	nec
flamsteed			75	Vir			66091	5099	117789	nec
flamsteed			76	Vir			66098	5100	117818	nec
flamsteed			78	Vir			66200	5105	118022	nec
flamsteed			80	Vir			66320	5111	118219	nec
flamsteed			82	Vir			66803	5150	119149	nec
flamsteed			83	Vir			67057	5165	119605	nec
flamsteed			84	Vir			66936	5159	119425	nec
flamsteed			85	Vir			67139	5170	119786	nec
flamsteed			86	Vir		A	67172	5173	119853	nec
flamsteed			87	Vir			67288	5181	120052	nec
flamsteed			89	Vir			67494	5196	120452	nec
flamsteed			90	Vir			67929	5232	121299	nec
flamsteed			92	Vir			68092	5244	121607	nec
flamsteed			95	Vir			68940	5290	123255	nec
flamsteed			96	Vir			69127	5298	123630	nec
flamsteed			104	Vir			70680	5406	126722	nec
flamsteed			106	Vir			70794	5410	126927	nec
flamsteed			108	Vir			72154	5501	129956	nec
flamsteed			109	Vir			72220	5511	130109	nec
flamsteed			110	Vir			73620	5601	133165	nec
flamsteed			1	Vul			94703	7306	180554	nec
flamsteed			2	Vul			94827	7318	180968	nec
flamsteed			3	Vul			95260	7358	182255	nec
flamsteed			4	Vul			95498	7385	182762	nec
flamsteed			5	Vul			95560	7390	182919	nec
flamsteed			7	Vul			95818	7409	183537	nec
flamsteed			8	Vul			95785	7406	183491	nec
flamsteed			9	Vul			96275	7437	184606	nec
flamsteed			10	Vul			97077	7506	186486	nec
flamsteed			12	Vul			97679	7565	187811	nec
flamsteed			13	Vul			97886	7592	188260	nec
flamsteed			14	Vul			98375	7641	189410	nec
flamsteed			15	Vul			98543	7653	189849	nec
flamsteed			16	Vul		A	98636	7657	190004	nec
flamsteed			16	Vul		B	98636	7657	190004	nec
flamsteed			17	Vul			99080	7688	190993	nec
flamsteed			18	Vul			99404	7711	191747	nec
flamsteed			19	Vul			99518	7718	192004	nec
flamsteed			20	Vul			99531	7719	192044	nec
flamsteed			21	Vul			99738	7731	192518	nec
flamsteed			22	Vul			99853	7741	192713	nec
flamsteed			23	Vul			99874	7744	192806	nec
flamsteed			24	Vul			99951	7753	192944	nec
flamsteed			25	Vul			100435	7789	193911	nec
flamsteed			26	Vul			101641	7874	196362	nec
flamsteed			27	Vul			101716	7880	196504	nec
flamsteed			28	Vul			101868	7894	196740	nec
flamsteed			29	Vul			101867	7891	196724	nec
flamsteed			30	Vul			102388	7939	197752	nec
flamsteed			31	Vul			103004	7995	198809	nec
flamsteed			32	Vul			103200	8008	199169	nec
flamsteed			33	Vul			103511	8032	199697	nec
flamsteed			35	Vul			105966	8217	204414	nec
gould			4	Aql			92386	7085	174240	nec
gould			6	Aql			92963	7143	175640	nec
gould			7	Aql			93138	7163	176095	nec
gould			12	Aql			93488	7208	176981	nec
gould			13	Aql			93580	7214	177178	nec
gould			25	Aql			94149	7269	178744	nec
gould			34	Aql			94833	7313	180782	nec
gould			37	Aql			94916	7325	181122	nec
gould			42	Aql			95222	7349	181907	nec
gould			43	Aql			95281	7353	182038	nec
gould			44	Aql			95253	7354	182101	nec
gould			49	Aql			95732	7397	183227	nec
gould			52	Aql			95812	7404	183387	nec
gould			60	Aql			96356	7432	184573	nec
gould			61	Aql			96351	7438	184663	nec
gould			67	Aql			96630	7471	185423	nec
gould			71	Aql			96917		185966	nec
gould			75	Aql			97144		186535	nec
gould			77	Aql			97244	7516	186660	nec
gould			80	Aql			97499	7541	187195	nec
gould			85	Aql			97687	7559	187660	nec
gould			88	Aql			97697	7562	187753	nec
gould			100	Aql			98416	7637	189340	nec
gould			101	Aql			98385	7636	189322	nec
gould			103	Aql			98526	7648	189695	nec
gould			110	Aql			99024	7681	190664	nec
gould			131	Aql			100232	7768	193329	nec
gould			132	Aql			100541	7794	194013	nec
gould			136	Aql			100672		194263	nec
gould			137	Aql			100758	7809	194454	nec
gould			142	Aql			101339		195617	nec
gould			145	Aql			101746	7878	196426	nec
gould			1	Aqr			101911		196676	nec
gould			2	Aqr			101921	7890	196712	nec
gould			7	Aqr			102561	7946	197954	nec
gould			11	Aqr			102891	7976	198431	nec
gould			15	Aqr			103077	7994	198802	nec
gould			18	Aqr			103154	7998	198949	nec
gould			38	Aqr			104048	8068	200663	nec
gould			49	Aqr			104557	8096	201567	nec
gould			55	Aqr			105046	8132	202554	nec
gould			57	Aqr			105079	8134	202606	nec
gould			72	Aqr			105819	8203	204041	nec
gould			80	Aqr			106592	8251	205423	nec
gould			89	Aqr			107596	8332	207235	nec
gould			94	Aqr			108102	8360	208111	nec
gould			96	Aqr			108453	8376	208703	nec
gould			98	Aqr			108506	8382	208801	nec
gould			100	Aqr			108784	8394	209240	nec
gould			113	Aqr			109375		210244	nec
gould			115	Aqr			109442	8451	210419	nec
gould			119	Aqr			109509	8457	210464	nec
gould			121	Aqr			109647	8467	210763	nec
gould			126	Aqr			110018	8497	211364	nec
gould			128	Aqr			109984	8495	211356	nec
gould			138	Aqr			110532	8530	212320	nec
gould			144	Aqr			110746	8542	212643	nec
gould			152	Aqr			111066	8565	213198	nec
gould			155	Aqr			111171	8580	213428	nec
gould			162	Aqr			111515	8596	213986	nec
gould			189	Aqr			113080		216553	nec
gould			196	Aqr			113204		216727	nec
gould			197	Aqr			113345	8727	216953	nec
gould			198	Aqr			113531	8741	217251	nec
gould			200	Aqr			113673	8756	217498	nec
gould			202	Aqr			113686	8759	217563	nec
gould			205	Aqr			113801	8764	217703	nec
gould			213	Aqr			114371	8816	218639	nec
gould			217	Aqr			114822	8840	219402	nec
gould			225	Aqr			115144	8869	219879	nec
gould			233	Aqr			115522		220466	nec
gould			234	Aqr			115528	8900	220465	nec
gould			236	Aqr			115709		220766	nec
gould			237	Aqr			115839	8917	220957	nec
gould			238	Aqr			115906	8921	221081	nec
gould			240	Aqr			116060	8928	221308	nec
gould			246	Aqr			116368	8946	221745	nec
gould			248	Aqr			116428	8951	221835	nec
gould			251	Aqr			116624		222125	nec
gould			255	Aqr			116853	8979	222493	nec
gould			258	Aqr			116957	8987	222643	nec
gould			264	Aqr			117314	9009	223170	nec
gould			266	Aqr			117494	9021	223428	nec
gould			268	Aqr			117541	9027	223524	nec
gould			269	Aqr			117567	9029	223559	nec
gould			271	Aqr			117722	9037	223774	nec
gould			274	Aqr			117797	9043	223884	nec
gould			41	Ara			84720	6416	156274	nec
gould			1	Boo			68498	5262	122365	nec
gould			2	Boo			68687	5274	122744	nec
gould			4	Boo			70384	5388	126200	nec
gould			2	Cen			54264	4318	96407	nec
gould			3	Cen			54291	4321	96484	nec
gould			5	Cen			54380		96660	nec
gould			7	Cen			54718		97413	nec
gould			9	Cen			54746	4350	97495	nec
gould			10	Cen			54783	4353	97550	nec
gould			11	Cen			54811	4354	97576	nec
gould			13	Cen			54840	4360	97651	nec
gould			15	Cen			54929	4364	97866	nec
gould			20	Cen			55130	4372	98161	nec
gould			22	Cen			55133		98176	nec
gould			25	Cen			55528	4393	98892	nec
gould			26	Cen			55588	4396	98993	nec
gould			27	Cen			55581	4398	99022	nec
gould			28	Cen			55667	4403	99171	nec
gould			29	Cen			55756	4409	99322	nec
gould			30	Cen			55763	4411	99333	nec
gould			31	Cen			55779	4413	99453	nec
gould			32	Cen			55849	4417	99574	nec
gould			33	Cen			55831	4415	99556	nec
gould			34	Cen			56000	4423	99803	nec
gould			39	Cen			56319	4447	100378	nec
gould			43	Cen			56497	4462	100708	nec
gould			49	Cen			56632	4470	100911	nec
gould			50	Cen			56606	4472	100929	nec
gould			52	Cen			56656	4475	101021	nec
gould			54	Cen			56754	4487	101189	nec
gould			58	Cen			56986	4499	101570	nec
gould			59	Cen			57013	4502	101615	nec
gould			60	Cen			57165	4508	101883	nec
gould			62	Cen			57211	4513	101995	nec
gould			63	Cen			57322	4516	102150	nec
gould			64	Cen			57371	4519	102232	nec
gould			67	Cen			57497	4524	102397	nec
gould			70	Cen			57741	4541	102878	nec
gould			74	Cen			57870	4551	103101	nec
gould			76	Cen			58041	4556	103400	nec
gould			77	Cen			58057	4557	103437	nec
gould			79	Cen			58103	4563	103516	nec
gould			80	Cen			58177	4568	103637	nec
gould			81	Cen			58242	4570	103746	nec
gould			84	Cen			58452		104080	nec
gould			85	Cen			58453	4582	104081	nec
gould			88	Cen			58803	4600	104731	nec
gould			90	Cen			58859		104839	nec
gould			97	Cen			59353	4631	105776	nec
gould			100	Cen			59439	4637	105920	nec
gould			102	Cen			59607	4648	106231	nec
gould			104	Cen			59785	4658	106572	nec
gould			106	Cen			59950	4675	106922	nec
gould			112	Cen			60454	4713	107833	nec
gould			114	Cen			60463	4714	107860	nec
gould			116	Cen			60549	4718	107998	nec
gould			120	Cen			60729	4734	108309	nec
gould			126	Cen			61328	4782	109312	nec
gould			127	Cen			61379	4788	109409	nec
gould			128	Cen			61468	4794	109536	nec
gould			129	Cen			61498	4796	109573	nec
gould			130	Cen			61557		109675	nec
gould			133	Cen			61916	4818	110287	nec
gould			137	Cen			62081	4836	110575	nec
gould			138	Cen			62128	4838	110653	nec
gould			140	Cen			62360	4850	111032	nec
gould			141	Cen			62655	4871	111519	nec
gould			142	Cen			62703	4872	111588	nec
gould			144	Cen			62799	4880	111775	nec
gould			145	Cen			62786	4879	111774	nec
gould			147	Cen			62821	4882	111790	nec
gould			148	Cen			62861	4885	111884	nec
gould			151	Cen			63033	4903	112164	nec
gould			152	Cen			63066	4906	112213	nec
gould			155	Cen			63204		112381	nec
gould			162	Cen			63490	4922	112935	nec
gould			168	Cen			63849		113537	nec
gould			172	Cen			63972	4941	113778	nec
gould			174	Cen			64033	4944	113823	nec
gould			176	Cen			64003	4947	113852	nec
gould			177	Cen			64053	4951	113902	nec
gould			180	Cen			64395	4972	114461	nec
gould			181	Cen			64332	4970	114435	nec
gould			182	Cen			64348	4973	114474	nec
gould			185	Cen			64408	4979	114613	nec
gould			186	Cen			64478	4980	114630	nec
gould			187	Cen			64472	4982	114707	nec
gould			189	Cen			64515	4985	114772	nec
gould			190	Cen			64580	4988	114835	nec
gould			191	Cen			64583	4989	114837	nec
gould			192	Cen			64557	4991	114873	nec
gould			193	Cen			64623	4996	114971	nec
gould			194	Cen			64651	4999	115050	nec
gould			196	Cen			64822	5008	115331	nec
gould			198	Cen			64933	5016	115529	nec
gould			200	Cen			65108	5024	115778	nec
gould			203	Cen			65129	5027	115842	nec
gould			205	Cen			65144	5029	115912	nec
gould			209	Cen			65247	5036	116084	nec
gould			210	Cen			65303	5039	116226	nec
gould			213	Cen			65311	5043	116278	nec
gould			215	Cen			65479	5048	116457	nec
gould			217	Cen			65535	5058	116713	nec
gould			220	Cen			65606	5061	116836	nec
gould			221	Cen			65593	5060	116835	nec
gould			222	Cen			65630	5063	116862	nec
gould			223	Cen			65621	5065	116873	nec
gould			229	Cen			66019	5092	117597	nec
gould			232	Cen			66236	5103	117919	nec
gould			233	Cen			66254	5104	118010	nec
gould			236	Cen			66427	5118	118338	nec
gould			237	Cen			66405	5117	118319	nec
gould			238	Cen			66521	5122	118384	nec
gould			239	Cen			66454	5121	118354	nec
gould			242	Cen			66575	5124	118520	nec
gould			243	Cen			66681	5130	118666	nec
gould			248	Cen			66656	5136	118799	nec
gould			251	Cen			66849	5140	118978	nec
gould			253	Cen			66925	5151	119159	nec
gould			254	Cen			66923	5152	119193	nec
gould			256	Cen			66924	5155	119250	nec
gould			258	Cen			66984	5157	119361	nec
gould			263	Cen			67199		119727	nec
gould			268	Cen			67292	5175	119938	nec
gould			269	Cen			67304	5176	119971	nec
gould			278	Cen			67663	5206	120640	nec
gould			279	Cen			67648	5208	120672	nec
gould			282	Cen			67696	5212	120759	nec
gould			283	Cen			67836	5217	120908	nec
gould			288	Cen			67973	5230	121190	nec
gould			291	Cen			68101	5236	121384	nec
gould			293	Cen			68079	5239	121416	nec
gould			294	Cen			68191	5241	121474	nec
gould			298	Cen			68333	5251	121853	nec
gould			299	Cen			68413	5252	121901	nec
gould			302	Cen			68493	5259	122210	nec
gould			305	Cen			68670	5266	122438	nec
gould			310	Cen			68902	5281	122879	nec
gould			312	Cen			68872	5286	123004	nec
gould			313	Cen			69065	5289	123151	nec
gould			317	Cen			69011		123247	nec
gould			319	Cen			69113	5294	123445	nec
gould			321	Cen			69191	5297	123569	nec
gould			324	Cen			69462	5308	124147	nec
gould			329	Cen			69655	5319	124454	nec
gould			330	Cen			69598	5318	124433	nec
gould			332	Cen			69671	5325	124580	nec
gould			334	Cen			70035	5349	125158	nec
gould			337	Cen			69995	5357	125283	nec
gould			340	Cen			70264	5371	125628	nec
gould			341	Cen			70243	5376	125745	nec
gould			347	Cen			70580	5398	126386	nec
gould			348	Cen			70626	5400	126475	nec
gould			349	Cen			70798	5403	126610	nec
gould			350	Cen			70966	5417	127152	nec
gould			351	Cen			70987	5419	127193	nec
gould			352	Cen			71154	5428	127624	nec
gould			354	Cen			71333	5432	127724	nec
gould			357	Cen			71353	5439	127971	nec
gould			358	Cen			71429	5446	128152	nec
gould			359	Cen			71453	5449	128207	nec
gould			361	Cen			71581	5456	128488	nec
gould			365	Cen			71746	5461	128713	nec
gould			367	Cen			71783	5466	128974	nec
gould			373	Cen			72296	5508	130055	nec
gould			375	Cen			72432	5519	130328	nec
gould			377	Cen			72772	5542	131117	nec
gould			380	Cen			72959	5549	131432	nec
gould			381	Cen			73049	5558	131625	nec
gould			382	Cen			73116	5561	131752	nec
gould			383	Cen			73107	5562	131774	nec
gould			384	Cen			73279	5572	132096	nec
gould			386	Cen			73341	5579	132238	nec
gould			388	Cen			73493	5585	132604	nec
gould			389	Cen			73559	5587	132763	nec
gould			1	Cet			118029	9054	224283	nec
gould			2	Cet			118081		224349	nec
gould			4	Cet			238	9095	225045	nec
gould			5	Cet			253	9096	225069	nec
gould			7	Cet			343	9101	225197	nec
gould			9	Cet			560	9	203	nec
gould			10	Cet			602	10	256	nec
gould			11	Cet			636	12	319	nec
gould			12	Cet			671	16	360	nec
gould			14	Cet			873	31	645	nec
gould			18	Cet			983	37	787	nec
gould			27	Cet			1191	51	1064	nec
gould			29	Cet			1402	66	1343	nec
gould			38	Cet			1821		1879	nec
gould			39	Cet			2086		2268	nec
gould			43	Cet			2237	108	2475	nec
gould			47	Cet			2337	115	2630	nec
gould			49	Cet			2381	118	2696	nec
gould			57	Cet			2846	150	3325	nec
gould			59	Cet			2941	159	3443	nec
gould			63	Cet			3175	172	3794	nec
gould			64	Cet			3185	173	3795	nec
gould			65	Cet			3193	174	3807	nec
gould			71	Cet			3436	190	4145	nec
gould			73	Cet			3505	197	4247	nec
gould			74	Cet			3552	201	4301	nec
gould			76	Cet			3576	206	4338	nec
gould			77	Cet			3607	210	4398	nec
gould			78	Cet			3717	218	4585	nec
gould			79	Cet			3741	220	4622	nec
gould			81	Cet			3849	227	4730	nec
gould			82	Cet			3858	232	4772	nec
gould			88	Cet			4104	247	5098	nec
gould			93	Cet			4346	263	5384	nec
gould			101	Cet			4801		6037	nec
gould			106	Cet			5170	320	6559	nec
gould			108	Cet			5259	325	6668	nec
gould			127	Cet			6283	387	8120	nec
gould			128	Cet			6272	388	8121	nec
gould			131	Cet			6432	392	8334	nec
gould			133	Cet			6427	394	8350	nec
gould			137	Cet			6564	404	8556	nec
gould			138	Cet			6605	406	8599	nec
gould			139	Cet			6589	405	8589	nec
gould			144	Cet			6717	416	8779	nec
gould			148	Cet			6789		8896	nec
gould			149	Cet			6822	425	8921	nec
gould			165	Cet			7276	448	9562	nec
gould			166	Cet			7362		9690	nec
gould			168	Cet			7363		9731	nec
gould			170	Cet			7580	466	10009	nec
gould			171	Cet			7597		10024	nec
gould			172	Cet			7679	473	10148	nec
gould			175	Cet			7999	500	10550	nec
gould			176	Cet			8094	507	10658	nec
gould			179	Cet			8230	513	10824	nec
gould			186	Cet			8664		11365	nec
gould			187	Cet			8688		11396	nec
gould			193	Cet			9237		12116	nec
gould			202	Cet			9572	608	12583	nec
gould			203	Cet			9622	611	12642	nec
gould			205	Cet			9655		12702	nec
gould			207	Cet			9827	616	12923	nec
gould			209	Cet			9862		13004	nec
gould			213	Cet			9999	625	13215	nec
gould			219	Cet			10215	638	13456	nec
gould			221	Cet			10273		13546	nec
gould			226	Cet			10326	651	13692	nec
gould			227	Cet			10396		13763	nec
gould			232	Cet			10723	672	14214	nec
gould			238	Cet			11029	692	14691	nec
gould			239	Cet			11033	693	14728	nec
gould			240	Cet			11108	697	14830	nec
gould			250	Cet			11381	713	15220	nec
gould			254	Cet			11603	725	15453	nec
gould			256	Cet			11687	732	15633	nec
gould			258	Cet			11671	735	15652	nec
gould			259	Cet			11738	737	15694	nec
gould			263	Cet			11907	745	15996	nec
gould			264	Cet			12022	751	16060	nec
gould			272	Cet			12148	766	16247	nec
gould			276	Cet			12272	770	16399	nec
gould			279	Cet			12318	775	16467	nec
gould			285	Cet			12447	783	16647	nec
gould			286	Cet			12444	784	16673	nec
gould			289	Cet			12584	795	16824	nec
gould			290	Cet			12562	796	16825	nec
gould			293	Cet			12720		17001	nec
gould			297	Cet			12862	816	17163	nec
gould			305	Cet			13679	870	18262	nec
gould			309	Cet			14104	908	18832	nec
gould			313	Cet			14315	926	19121	nec
gould			314	Cet			14607	942	19525	nec
gould			9	Eri			9022		11965	nec
gould			10	Eri			9085	573	12042	nec
gould			12	Eri			9685		12894	nec
gould			15	Eri			11102	701	14943	nec
gould			20	Eri			12611	807	17006	nec
gould			21	Eri			12708	814	17098	nec
gould			26	Eri			12964	826	17390	nec
gould			27	Eri			13008	827	17438	nec
gould			31	Eri			13271	853	17864	nec
gould			33	Eri			13421	859	17943	nec
gould			35	Eri			13479	862	18071	nec
gould			40	Eri			13717	875	18331	nec
gould			43	Eri			13874	892	18543	nec
gould			45	Eri			13883	895	18557	nec
gould			53	Eri			14110	912	18885	nec
gould			54	Eri			14124	913	18894	nec
gould			58	Eri			14187	929	19141	nec
gould			59	Eri			14355		19210	nec
gould			61	Eri			14456	935	19349	nec
gould			64	Eri			14819	955	19836	nec
gould			65	Eri			14757	953	19826	nec
gould			66	Eri			14797		19850	nec
gould			67	Eri			14814	957	19887	nec
gould			71	Eri			14913	968	20121	nec
gould			74	Eri			15203	983	20319	nec
gould			75	Eri			15230		20356	nec
gould			82	Eri			15510	1008	20794	nec
gould			83	Eri			15643	1016	20894	nec
gould			86	Eri			15776	1024	21019	nec
gould			89	Eri			16015	1049	21473	nec
gould			91	Eri			16142	1050	21530	nec
gould			93	Eri			16266	1060	21665	nec
gould			94	Eri			16263	1062	21688	nec
gould			99	Eri			16285	1075	21882	nec
gould			100	Eri			16310	1076	21899	nec
gould			104	Eri			16677	1091	22243	nec
gould			105	Eri			16779		22379	nec
gould			106	Eri			16780	1098	22409	nec
gould			109	Eri			16989	1108	22675	nec
gould			112	Eri			17086	1116	22798	nec
gould			113	Eri			17057	1117	22799	nec
gould			114	Eri			17136	1120	22905	nec
gould			117	Eri			17214	1125	23010	nec
gould			122	Eri			17395	1139	23281	nec
gould			129	Eri			17805	1182	23887	nec
gould			132	Eri			17798	1187	23978	nec
gould			133	Eri			17734	1186	23958	nec
gould			134	Eri			17950		24098	nec
gould			147	Eri			18173	1206	24497	nec
gould			153	Eri			18262	1219	24744	nec
gould			159	Eri			18606	1232	25069	nec
gould			160	Eri			18647	1235	25165	nec
gould			163	Eri			18723	1246	25371	nec
gould			164	Eri			18859	1249	25457	nec
gould			166	Eri			18926	1258	25631	nec
gould			168	Eri			18990	1263	25700	nec
gould			169	Eri			19011	1265	25723	nec
gould			171	Eri			19037	1267	25803	nec
gould			172	Eri			19121	1272	25910	nec
gould			173	Eri			19111	1274	25944	nec
gould			174	Eri			19095	1275	25945	nec
gould			184	Eri			19511	1293	26464	nec
gould			186	Eri			19590		26584	nec
gould			188	Eri			19509	1299	26575	nec
gould			189	Eri			19601		26625	nec
gould			202	Eri			19996	1332	27179	nec
gould			205	Eri			20106	1353	27411	nec
gould			211	Eri			20341	1366	27611	nec
gould			212	Eri			20264	1367	27616	nec
gould			213	Eri			20360		27660	nec
gould			216	Eri			20465	1384	27881	nec
gould			218	Eri			20467	1386	27941	nec
