key	old	new	resolves
synth:synth-10329-4700-Ab	HIP 51635 Ab	t Vel Ab	no
synth:synth-10361-2641-B	HIP 51885 B	NSV 04907 B	no
synth:synth-10373-4814-Ab	HIP 51986 Ab	p Vel Ab	no
synth:synth-10373-4814-B	HIP 51986 B	p Vel B	no
synth:synth-10401+1914-B	HIP 52212 B	NSV 04928 B	no
synth:synth-10432-6110-D	HIP 52437 D	HIP 52436 D	no
synth:synth-10435+4612-Bb	HIP 52498 Bb	HIP 52469 Bb	no
synth:synth-10435+4612-E	HIP 52498 E	HIP 52469 E	no
synth:synth-10443-7052-Bb	HIP 52537 Bb	HIP 52520 Bb	no
synth:synth-10444-6000-Aa2	HIP 52526 Aa2	QZ Car Aa2	no
synth:synth-10444-6000-Ab	HIP 52526 Ab	QZ Car Ab	no
synth:synth-10444-6000-Ab2	HIP 52526 Ab2	QZ Car Ab2	no
synth:synth-10444-6000-Ac	HIP 52526 Ac	QZ Car Ac	no
synth:synth-10444-6000-Ad	HIP 52526 Ad	QZ Car Ad	no
synth:synth-10444-6000-D	HIP 52526 D	QZ Car D	no
synth:synth-10446+0530-B	HIP 52547 B	NSV 04955 B	no
synth:synth-10448-5934-B	HIP 52558 B	NSV 18509 B	no
synth:synth-10468-4925-B	Mu Vel B	μ Vel B	yes
synth:synth-10534-0215-Ab	HIP 53240 Ab	20 G. Leo Ab	no
synth:synth-10534-0215-B	HIP 53240 B	20 G. Leo B	no
synth:synth-10536-5927-B	HD 303503 B	HH Car B	no
synth:synth-10536-5927-C	HD 303503 C	HH Car C	no
synth:synth-10536-5927-D	HD 303503 D	HH Car D	no
synth:synth-10545-6150-B	HIP 53334 B	NSV 18554 B	no
synth:synth-11022-4230-Ab	HIP 53938 Ab	V360 Vel Ab	no
synth:synth-11022-4230-B	HIP 53938 B	V360 Vel B	no
synth:synth-11045-6258-D	HIP 54130 D	V530 Car D	no
synth:synth-11047-0413-B	HIP 54155 B	HH Leo B	no
synth:synth-11047-0413-C	HIP 54155 C	HH Leo C	no
synth:synth-11053-2718-B	Chi-1 Hya B	χ¹ Hya B	no
synth:synth-11053-2718-D	Chi-1 Hya D	χ¹ Hya D	no
synth:synth-11065+1416-Ab	HIP 54299 Ab	NSV 05085 Ab	no
synth:synth-11073-7738-Bb	HIP 54365 Bb	DI Cha Bb	no
synth:synth-11098-7637-B	HIP 54557 B	NSV 18683 B	no
synth:synth-11122-4616-B	HIP 54718 B	7 G. Cen B	no
synth:synth-11125+3549-Db	HIP 54996 Db	MN UMa Db	no
synth:synth-11125+3549-Eb	HIP 54745 Eb	MN UMa Eb	no
synth:synth-11125-1830-B	Psi Crt B	ψ Crt B	yes
synth:synth-11152+7329-D	HIP 54976 D	HIP 54952 D	no
synth:synth-11170-0708-Ab	HIP 55106 Ab	SV Crt Ab	no
synth:synth-11175-5906-C	HIP 55149 C		no
synth:synth-11190+1416-B	HIP 55254 B	NSV 05169 B	no
synth:synth-11210-5429-B	Pi Cen B	π Cen B	yes
synth:synth-11214-2027-B	HIP 55454 B	SZ Crt B	no
synth:synth-11218+1811-B	HIP 55486 B	NSV 05174 B	no
synth:synth-11221+3705-C	HIP 55509 C	HIP 55508 C	no
synth:synth-11221-2447-Ab	HIP 55505 Ab	TV Crt Ab	no
synth:synth-11221-2447-Bb	HIP 55505 Bb	TV Crt Bb	no
synth:synth-11239+1032-B	Iot Leo B	ι Leo B	yes
synth:synth-11239+1032-C	Iot Leo C	ι Leo C	yes
synth:synth-11243-5945-B	HD 306409 B		no
synth:synth-11243-5945-D	HD 306409 D		no
synth:synth-11268-5043-Db	HIP 55850 Db	HIP 55855 Db	no
synth:synth-11268-5310-B	HIP 55849 B	32 G. Cen B	no
synth:synth-11279-0142-B	HIP 55941 B	59 G. Leo B	no
synth:synth-11301+2958-B	HIP 56109 B	AW UMa B	no
synth:synth-11308+4117-Ab	HIP 56165 Ab	NSV 18777 Ab	no
synth:synth-11308+4117-B	HIP 56165 B	NSV 18777 B	no
synth:synth-11358-6301-Ab	Lam Cen Ab	λ Cen Ab	yes
synth:synth-11374+4728-Ab	HIP 56685 Ab	DF UMa Ab	no
synth:synth-11374+4728-B	HIP 56685 B	DF UMa B	no
synth:synth-11387-1312-B	Iot Crt B	ι Crt B	yes
synth:synth-11395-6524-B	HIP 56862 B	GT Mus B	no
synth:synth-11398-6329-Bc	HIP 56890 Bc	NSV 18833 Bc	no
synth:synth-11398-6329-C	HIP 56890 C	NSV 18833 C	no
synth:synth-11446-4925-B	HIP 57269 B	V838 Cen B	no
synth:synth-11456-6644-Ab	Lam Mus Ab	λ Mus Ab	yes
synth:synth-11474-4953-C	HIP 57524 C	NSV 18915 C	no
synth:synth-11479+0815-C	4 Vir C	A¹ Vir C	yes
synth:synth-11479+0815-E	4 Vir E	A¹ Vir E	yes
synth:synth-11486+1417-B	HIP 57606 B	NSV 05344 B	no
synth:synth-11497-6347-Ab	HIP 57669 Ab	j Cen Ab	no
synth:synth-11510-0520-Ab	HIP 57791 Ab	12 G. Vir Ab	no
synth:synth-11510-0520-B	HIP 57791 B	12 G. Vir B	no
synth:synth-11520+4805-B	HIP 57859 B	MY UMa B	no
synth:synth-11535+5846-C	HD 103247 C	NSV 18990 C	no
synth:synth-11544-3745-B	HIP 58057 B	77 G. Cen B	no
synth:synth-11550-5606-B	HIP 58106 B	NSV 19015 B	no
synth:synth-11572-7922-E	HIP 58285 E	T Cha E	no
synth:synth-11585-7754-B	HIP 58400 B	DW Cha B	no
synth:synth-11596-7813-Ab	Eps Cha Ab	ε Cha Ab	yes
synth:synth-11596-7813-B	Eps Cha B	ε Cha B	yes
synth:synth-11596-7813-Cb	Eps Cha Cb	ε Cha Cb	yes
synth:synth-12001-7812-F	HIP 58520 F		no
synth:synth-12006+6911-B	HIP 58567 B	OR Dra B	no
synth:synth-12061-3258-Bb	HIP 59021 Bb	NSV 19201 Bb	no
synth:synth-12081+5528-Bb	HIP 59180 Bb	HIP 59176 Bb	no
synth:synth-12084-5043-Ab	Del Cen Ab	δ Cen Ab	yes
synth:synth-12115+5325-Ab	HIP 59432 Ab	MZ UMa Ab	no
synth:synth-12115+5325-C	HIP 59432 C	MZ UMa C	no
synth:synth-12117-5222-B	Rho Cen B	ρ Cen B	yes
synth:synth-12128-7009-Ab	HIP 59551 Ab	S Mus Ab	no
synth:synth-12141+3247-Bb	HIP 59667 Bb	HIP 59660 Bb	no
synth:synth-12143+1149-B	HIP 59683 B	AH Vir B	no
synth:synth-12160+0538-B	HIP 59816 B	NSV 05517 B	no
synth:synth-12165+3304-B	HIP 59856 B	NSV 19344 B	no
synth:synth-12165-5009-B	HIP 59854 B	NSV 19341 B	no
synth:synth-12178-3606-Ab	HIP 59950 Ab	106 G. Cen Ab	no
synth:synth-12206-2213-D	Zet Crv D	ζ Crv D	yes
synth:synth-12221-6731-Ab	Zet-2 Mus Ab	ζ² Mus Ab	no
synth:synth-12266-6306-Cb	256 Cru Cb	Acrux Cb	no
synth:synth-12290+0826-B	HIP 60910 B	NSV 05647 B	no
synth:synth-12306+0943-B	HIP 61035 B	NSV 05665 B	no
synth:synth-12310-5312-Cb	HIP 61063 Cb	HD 108900 Cb	no
synth:synth-12313+5507-B	HIP 61100 B	NO UMa B	no
synth:synth-12329+5448-Ab	HIP 61237 Ab	II UMa Ab	no
synth:synth-12335+6947-B	Kap Dra B	κ Dra B	yes
synth:synth-12357-1201-Bb	HIP 61465 Bb	HIP 61466 Bb	no
synth:synth-12377-2708-C	HIP 61621 C	328 G. Hya C	no
synth:synth-12383-1131-Eb	HD 109899 Eb	HIP 61656 Eb	no
synth:synth-12387-0422-C	HIP 61685 C	NSV 19445 C	no
synth:synth-12399-6631-B	HIP 61796 B	FH Mus B	no
synth:synth-12399-6631-C	HIP 61796 C	FH Mus C	no
synth:synth-12413-1301-Ab	HIP 61910 Ab	VV Crv Ab	no
synth:synth-12413-1301-Bb	HIP 61910 Bb	VV Crv Bb	no
synth:synth-12415-4858-B	Gam Cen B	γ Cen B	yes
synth:synth-12479-5127-B	HIP 62445 B	V940 Cen B	no
synth:synth-12485-1543-Ab	HIP 62505 Ab	VZ Crv Ab	no
synth:synth-12485-1543-B	HIP 62505 B	VZ Crv B	no
synth:synth-12490+6607-Ab	HIP 62556 Ab	DP Dra Ab	no
synth:synth-12490+6607-B	HIP 62556 B	DP Dra B	no
synth:synth-12492+8325-Bb	HIP 62561 Bb	HIP 62572 Bb	no
synth:synth-12509-5743-B	HIP 62699 B	NSV 19496 B	no
synth:synth-12550-8507-B	Iot Oct B	ι Oct B	yes
synth:synth-12564-0057-B	HIP 63155 B	NSV 06030 B	no
synth:synth-12570-5435-B	HIP 63204 B	155 G. Cen B	no
synth:synth-12576+3514-Ab	HIP 63253 Ab	BF CVn Ab	no
synth:synth-12576+3514-Bb	HIP 63253 Bb	BF CVn Bb	no
synth:synth-12585+3817-Bb	HIP 63322 Bb	HIP 63317 Bb	no
synth:synth-12597-0349-Ab	44 Vir Ab	k Vir Ab	yes
synth:synth-13005-3330-Ab	HIP 63490 Ab	162 G. Cen Ab	no
synth:synth-13005-3330-B	HIP 63490 B	162 G. Cen B	no
synth:synth-13008+1223-B	HIP 63510 B	DT Vir B	no
synth:synth-13008+1223-C	HIP 63510 C	DT Vir C	no
synth:synth-13021+0717-Bb	HIP 63605 Bb	HIP 63607 Bb	no
synth:synth-13038-0510-B	HIP 63742 B	PX Vir B	no
synth:synth-13063-4828-C	HIP 63945 C	f Cen C	no
synth:synth-13081-6518-C	The Mus C	θ Mus C	yes
synth:synth-13099-0532-Aa2	The Vir Aa2	θ Vir Aa2	yes
synth:synth-13099-0532-Ab	The Vir Ab	θ Vir Ab	yes
synth:synth-13117-2633-B	HIP 64375 B	342 G. Hya B	no
synth:synth-13123-5955-B	HIP 64425 B	V831 Cen B	no
synth:synth-13123-5955-C	HIP 64425 C	V831 Cen C	no
synth:synth-13126-6034-Ab	HD 114566 Ab	V1266 Cen Ab	no
synth:synth-13129-5949-Ab	HIP 64478 Ab	186 G. Cen Ab	no
synth:synth-13132-0233-Ab	HIP 64498 Ab	GZ Vir Ab	no
synth:synth-13134-5042-B	HIP 64515 B	189 G. Cen B	no
synth:synth-13140-6239-C	HIP 64564 C	NSV 19654 C	no
synth:synth-13147-6335-Ab	HIP 64624 Ab	NSV 19660 Ab	no
synth:synth-13147-6335-Bb	HIP 64624 Bb	NSV 19660 Bb	no
synth:synth-13147-6335-E	HIP 64624 E	NSV 19660 E	no
synth:synth-13147-6335-F	HIP 64624 F	NSV 19660 F	no
synth:synth-13164+2906-B	HIP 64766 B	NSV 06165 B	no
synth:synth-13164+2906-Bb	HIP 64766 Bb	NSV 06165 Bb	no
synth:synth-13168+0925-Ab	59 Vir Ab	e Vir Ab	yes
synth:synth-13175-0041-B	HIP 64838 B	129 G. Vir B	no
synth:synth-13187-5816-B	HIP 64941 B	V963 Cen B	no
synth:synth-13203+1746-B	HIP 65069 B	KR Com B	no
synth:synth-13226-6059-B	HIP 65271 B	J Cen B	no
synth:synth-13226-6059-Cb	HD 116072 Cb	J Cen Cb	no
synth:synth-13229-4757-C	HIP 65288 C		no
synth:synth-13229-7209-B	HIP 65289 B	NSV 19747 B	no
synth:synth-13237-0043-B	HIP 65360 B	NSV 19767 B	no
synth:synth-13239+5456-Cb	Alcor Cb	Mizar Cb	no
synth:synth-13253+4028-Cb	HIP 65473 Cb	HIP 65484 Cb	no
synth:synth-13309+2414-B	HIP 65921 B	NSV 19848 B	no
synth:synth-13309+2414-Bb	HIP 65921 Bb	NSV 19848 Bb	no
synth:synth-13310-3924-B	HIP 65936 B	d Cen B	no
synth:synth-13316-6135-B	HIP 65970 B	V659 Cen B	no
synth:synth-13327+2230-B	HIP 66072 B	NSV 19865 B	no
synth:synth-13328+1649-B	HIP 66077 B	VW Com B	no
synth:synth-13329+3454-Db	HIP 66044 Db	HIP 66089 Db	no
synth:synth-13347-1313-B	HIP 66247 B	y Vir B	no
synth:synth-13348+6515-Ab	HIP 66263 Ab	NSV 19887 Ab	no
synth:synth-13367+2847-B	HIP 66387 B	NSV 19895 B	no
synth:synth-13368-2630-C	HIP 66398 C	351 G. Hya C	no
synth:synth-13372-2337-B	HIP 66433 B	TV Hya B	no
synth:synth-13387-7011-B	HIP 66572 B	LW Mus B	no
synth:synth-13396+1045-B	HIP 66640 B	NSV 06363 B	no
synth:synth-13399-5328-Ab	Eps Cen Ab	ε Cen Ab	yes
synth:synth-13401-6033-B	HIP 66676 B		no
synth:synth-13401-6033-Cb	HIP 66676 Cb		no
synth:synth-13408-2815-Cb	HIP 66739 Cb	HIP 66742 Cb	no
synth:synth-13430-3011-B	HIP 66932 B	NSV 19934 B	no
synth:synth-13431-6908-B	HIP 66941 B	NSV 19927 B	no
synth:synth-13437-4204-B	HIP 66984 B	258 G. Cen B	no
synth:synth-13443-5101-Ba	HIP 67036 Ba	V827 Cen Ba	no
synth:synth-13443-5101-Bb	HIP 67036 Bb	V827 Cen Bb	no
synth:synth-13461+0507-Ab	HIP 67186 Ab	HT Vir Ab	no
synth:synth-13467-5126-B	HIP 67234 B	M Cen B	no
synth:synth-13472-0943-B	HIP 67271 B	183 G. Vir B	no
synth:synth-13472-6235-Ab	HIP 67261 Ab	V766 Cen Ab	no
synth:synth-13473+1727-B	Tau Boo B	τ Boo B	yes
synth:synth-13496-4228-Ab	Mu Cen Ab	μ Cen Ab	yes
synth:synth-13496-4228-C	Mu Cen C	μ Cen C	yes
synth:synth-13514+3441-B	HIP 67605 B	NSV 06468 B	no
synth:synth-13514+3441-Bb	HIP 67605 Bb	NSV 06468 Bb	no
synth:synth-13520-3137-B	HIP 67696 B	282 G. Cen B	no
synth:synth-13527-1843-Ab	HIP 67744 Ab	DL Vir Ab	no
synth:synth-13527-1843-B	HIP 67744 B	DL Vir B	no
synth:synth-13529-6243-B	HD 120678 B	NSV 06472 B	no
synth:synth-13539-1440-B	HIP 67850 B	NSV 19984 B	no
synth:synth-13593-6228-Ab	HIP 68339 Ab	V1202 Cen Ab	no
synth:synth-13593-6228-C	HIP 68339 C	V1202 Cen C	no
synth:synth-13598-0333-B	HIP 68380 B	204 G. Vir B	no
synth:synth-14025+0941-C	HIP 68594 C	NSV 06526 C	no
synth:synth-14060-4111-B	Chi Cen B	χ Cen B	yes
synth:synth-14089-4328-Ab	HIP 69113 Ab	319 G. Cen Ab	no
synth:synth-14089-4328-E	HIP 69113 E	319 G. Cen E	no
synth:synth-14104+2506-B	12 Boo B	d Boo B	yes
synth:synth-14110-6018-B	HD 123667 B	NSV 06575 B	no
synth:synth-14110-6018-C	HD 123667 C	NSV 06575 C	no
synth:synth-14122+4411-B	HIP 69388 B	NSV 20061 B	no
synth:synth-14127+2349-Ab	HIP 69410 Ab	GY Boo Ab	no
synth:synth-14127+2349-B	HIP 69410 B	GY Boo B	no
synth:synth-14135+5147-Bb	Kap-1 Boo Bb	κ² Boo Bb	no
synth:synth-14135+5147-C	Kap-2 Boo C	κ² Boo C	no
synth:synth-14144-1521-Ab	HIP 69562 Ab	MV Vir Ab	no
synth:synth-14144-1521-D	HIP 69562 D	MV Vir D	no
synth:synth-14170-1626-B	HD 124989 B	EW Vir B	no
synth:synth-14180+3531-B	HIP 69879 B	A Boo B	no
synth:synth-14202-6105-B	HIP 70052 B	NSV 20080 B	no
synth:synth-14202-6105-C	HIP 70052 C	NSV 20080 C	no
synth:synth-14206-3753-Ab	Psi Cen Ab	ψ Cen Ab	yes
synth:synth-14246+4750-D	HIP 70446 D	HIP 70447 D	no
synth:synth-14262-4523-B	Tau-2 Lup B	τ² Lup B	no
synth:synth-14267+1625-B	HIP 70619 B	NSV 06671 B	no
synth:synth-14282-2929-B	52 Hya B	l Hya B	yes
synth:synth-14303-4931-Aa2	HIP 70931 Aa2	NSV 20119 Aa2	no
synth:synth-14303-4931-Ab	HIP 70931 Ab	NSV 20119 Ab	no
synth:synth-14305+2505-B	HIP 70935 B	NSV 20125 B	no
synth:synth-14323+2641-B	HIP 71094 B	NSV 06699 B	no
synth:synth-14375+0217-Ab	HIP 71510 Ab	254 G. Vir Ab	no
synth:synth-14375+0217-B	HIP 71510 B	254 G. Vir B	no
synth:synth-14375+0217-Bb	HIP 71510 Bb	254 G. Vir Bb	no
synth:synth-14390+6417-B	HIP 71631 B	EK Dra B	no
synth:synth-14411+1344-B	Zet Boo B	ζ Boo B	yes
synth:synth-14421+6116-B	HIP 71876 B	DL Dra B	no
synth:synth-14435-6258-B	HIP 72000 B	NSV 20165 B	no
synth:synth-14441+6106-Ab	HIP 72029 Ab	NSV 20177 Ab	no
synth:synth-14441+6106-C	HIP 72029 C	NSV 20177 C	no
synth:synth-14460-2527-C	54 Hya C	m Hya C	yes
synth:synth-14489+0557-B	HIP 72447 B	NSV 06815 B	no
synth:synth-14493-1409-E	Mu Lib E	μ Lib E	yes
synth:synth-14503+2355-B	HIP 72567 B	HP Boo B	no
synth:synth-14503+2355-C	HIP 72567 C	HP Boo C	no
synth:synth-14509-1603-Bb	Alp-1 Lib Bb	Zubenelgenubi Bb	no
synth:synth-14516-4335-B	Omi Lup B	ο Lup B	yes
synth:synth-14523-0957-Ab	HIP 72745 Ab	NSV 20202 Ab	no
synth:synth-14526-6349-Ab	HIP 72773 Ab	AX Cir Ab	no
synth:synth-14526-6349-B	HIP 72773 B	AX Cir B	no
synth:synth-14542-3917-B	HIP 72918 B	NSV 20205 B	no
synth:synth-14542-3917-C	HIP 72918 C	NSV 20205 C	no
synth:synth-14546-3318-B	HIP 72959 B	380 G. Cen B	no
synth:synth-14567-6247-B	The Cir B	θ Cir B	yes
synth:synth-14575-2125-Bb	HIP 73182 Bb	KX Lib Bb	no
synth:synth-14575-2125-G	HIP 73184 G	KX Lib G	no
synth:synth-14576-0010-C	1 Ser C	M Ser C	yes
synth:synth-14592-4206-Ab	Kap Cen Ab	κ Cen Ab	yes
synth:synth-14593+4649-B	HIP 73346 B	ET Boo B	no
synth:synth-14593+4649-Bb	HIP 73346 Bb	ET Boo Bb	no
synth:synth-14598-2201-B	HIP 73385 B	NSV 06876 B	no
synth:synth-15031-4237-Ab	HIP 73639 Ab	NSV 06895 Ab	no
synth:synth-15031-4237-B	HIP 73639 B	NSV 06895 B	no
synth:synth-15072-2930-C	HIP 73990 C	NSV 20243 C	no
synth:synth-15079+7612-Ab	HIP 74045 Ab	NSV 20265 Ab	no
synth:synth-15082+3958-B	HIP 74061 B	TZ Boo B	no
synth:synth-15082+3958-Bb	HIP 74061 Bb	TZ Boo Bb	no
synth:synth-15087-4429-B	HIP 74104 B	NSV 06947 B	no
synth:synth-15088-4517-B	Lam Lup B	λ Lup B	yes
synth:synth-15122-1948-Ab	Iot-1 Lib Ab	ι¹ Lib Ab	no
synth:synth-15160-0454-B	HIP 74703 B	NSV 07001 B	no
synth:synth-15169-6057-Aa2	Del Cir Aa2	δ Cir Aa2	yes
synth:synth-15169-6057-Ab	Del Cir Ab	δ Cir Ab	yes
synth:synth-15185-4753-B	Mu Lup B	μ¹ Lup B	yes
synth:synth-15185-4753-Cb	Mu Lup Cb	μ¹ Lup Cb	yes
synth:synth-15185-4753-E	Mu Lup E	μ¹ Lup E	yes
synth:synth-15207-6729-B	HIP 75091 B	NSV 20291 B	no
synth:synth-15210-1533-Ab	Omi Lib Ab	ο Lib Ab	yes
synth:synth-15227-4441-Ab	Eps Lup Ab	ε Lup Ab	yes
synth:synth-15227-4441-B	Eps Lup B	ε Lup B	yes
synth:synth-15232+3017-B	Eta CrB B	η¹ CrB B	yes
synth:synth-15232+3017-E	Eta CrB E	η¹ CrB E	yes
synth:synth-15234-5919-B	Gam Cir B	γ Cir B	yes
synth:synth-15262-2819-B	HIP 75563 B	IP Lib B	no
synth:synth-15262-6521-C	HD 136772 C	HD 136771 C	no
synth:synth-15282-0921-Ab	HIP 75718 Ab	NSV 07089 Ab	no
synth:synth-15318+4054-B	Nu-2 Boo B	ν² Boo B	no
synth:synth-15329+3122-B	The CrB B	θ CrB B	yes
synth:synth-15339+6354-Ab	HIP 76196 Ab	TW Dra Ab	no
synth:synth-15351-4110-Ab	Gam Lup Ab	γ Lup Ab	yes
synth:synth-15364+3723-Ab	HIP 76414 Ab	XY CrB Ab	no
synth:synth-15364+3723-B	HIP 76414 B	XY CrB B	no
synth:synth-15365+1607-Ab	Tau-5 Ser Ab	τ⁵ Ser Ab	no
synth:synth-15365+1607-B	Tau-5 Ser B	τ⁵ Ser B	no
synth:synth-15367-4208-B	HIP 76435 B	NSV 20347 B	no
synth:synth-15367-4208-E	HIP 76435 E	NSV 20347 E	no
synth:synth-15367-4208-F	HIP 76435 F	NSV 20347 F	no
synth:synth-15370+6426-B	HIP 76466 B	NSV 07173 B	no
synth:synth-15382+3615-E	HIP 76566 E	HIP 76563 E	no
synth:synth-15390-5742-Ab	HIP 76629 Ab	V343 Nor Ab	no
synth:synth-15390-5742-J	HIP 76629 J	V343 Nor J	no
synth:synth-15390-5742-T	HIP 76629 T	V343 Nor T	no
synth:synth-15396+7959-B	18 UMi B	π² UMi B	no
synth:synth-15404-7327-D	Kap-2 Aps D	κ² Aps D	no
synth:synth-15416+1940-B	Iot Ser B	ι Ser B	yes
synth:synth-15427+2618-B	Gam CrB B	γ CrB B	yes
synth:synth-15427-3443-Ab	Psi-2 Lup Ab	ψ² Lup Ab	no
synth:synth-15430-5807-B	HIP 76968 B	V359 Nor B	no
synth:synth-15430-5807-C	HIP 76968 C	V359 Nor C	no
synth:synth-15432+1340-Bb	HIP 76985 Bb		no
synth:synth-15432+1340-C	HIP 76985 C		no
synth:synth-15434+8119-Ab	HIP 77002 Ab	NSV 07275 Ab	no
synth:synth-15440+0231-Bb	Psi Ser Bb	ψ Ser Bb	yes
synth:synth-15452-3417-Ab	HIP 77157 Ab	HT Lup Ab	no
synth:synth-15495+2528-Aa2	HIP 77504 Aa2	QX Ser Aa2	no
synth:synth-15495+2528-Ab	HIP 77504 Ab	QX Ser Ab	no
synth:synth-15495+2528-C	HIP 77504 C	QX Ser C	no
synth:synth-15496-0326-B	Mu Ser B	μ Ser B	yes
synth:synth-15513-0305-B	36 Ser B	b Ser B	yes
synth:synth-15520+4238-A	HIP 77706 A		no
synth:synth-15520+4238-B	HIP 77706 B		no
synth:synth-15520+4238-D	HIP 77706 D		no
synth:synth-15524-7003-B	HD 141123 B	NSV 07281 B	no
synth:synth-15524-7003-C	HD 141123 C	NSV 07281 C	no
synth:synth-15550-2347-B	HD 142361 B	NSV 20434 B	no
synth:synth-15562-3756-Db	HIP 78053 Db	IM Lup Db	no
synth:synth-15562-3756-H	HIP 78053 H	IM Lup H	no
synth:synth-15567-4219-B	HIP 78092 B	NSV 20441 B	no
synth:synth-15576+2653-B	Eps CrB B	ε CrB B	yes
synth:synth-16016-5409-C	HD 143183 C	V558 Nor C	no
synth:synth-16022-2241-C	HIP 78549 C	NSV 20481 C	no
synth:synth-16035-5747-B	Iot-1 Nor B	ι¹ Nor B	no
synth:synth-16046-4320-B	HIP 78749 B	NSV 20491 B	no
synth:synth-16046-4320-C	HIP 78749 C	NSV 20491 C	no
synth:synth-16059+1041-Ab	HIP 78864 Ab	NQ Ser Ab	no
synth:synth-16067+0823-B	HIP 78924 B	NSV 20510 B	no
synth:synth-16067+0823-C	HIP 78924 C	NSV 20510 C	no
synth:synth-16085-1006-B	HIP 79071 B	NSV 20522 B	no
synth:synth-16088+4456-B	Phi Her B	φ Her B	yes
synth:synth-16123-2825-Ab	12 Sco Ab	c¹ Sco Ab	yes
synth:synth-16128+3922-B	HIP 79448 B	NSV 20551 B	no
synth:synth-16137+4638-B	HIP 79526 B	NSV 07565 B	no
synth:synth-16147+3352-Ab	Sig CrB Ab	σ CrB Ab	yes
synth:synth-16147+3352-E	Sig CrB E	σ CrB E	yes
synth:synth-16147+3352-Eb	Sig CrB Eb	σ CrB Eb	yes
synth:synth-16147+3352-F	Sig CrB F	σ CrB F	yes
synth:synth-16160+0721-C	HIP 79702 C	NSV 20566 C	no
synth:synth-16167+2909-Ab	Ups CrB Ab	υ CrB Ab	yes
synth:synth-16167+2909-D	Ups CrB D	υ CrB D	yes
synth:synth-16171+5516-B	HIP 79796 B	CR Dra B	no
synth:synth-16189-5754-B	HIP 79932 B	S Nor B	no
synth:synth-16189-5754-C	HIP 79932 C	S Nor C	no
synth:synth-16193-4240-B	Lam Nor B	λ Nor B	yes
synth:synth-16195-3054-Bb	HIP 79979 Bb	HIP 79980 Bb	no
synth:synth-16198-4713-C	HIP 79996 C	HIP 79997 C	no
synth:synth-16198-5009-C	Gam-2 Nor C	γ² Nor C	no
synth:synth-16202-3734-B	HIP 80018 B	NSV 07625 B	no
synth:synth-16203-7842-D	Del-1 Aps D	δ¹ Aps D	no
synth:synth-16215-4811-H	HIP 80142 H	NSV 07635 H	no
synth:synth-16219+1909-B	Gam Her B	γ Her B	yes
synth:synth-16219+1909-C	Gam Her C	γ Her C	yes
synth:synth-16224-3220-B	HIP 80199 B	NSV 20600 B	no
synth:synth-16238+6142-B	HIP 80309 B	NSV 20627 B	no
synth:synth-16245-3734-B	HIP 80390 B	NSV 20610 B	no
synth:synth-16245-3734-C	HIP 80390 C	NSV 20610 C	no
synth:synth-16253-4909-Bb	HIP 80448 Bb	NSV 20615 Bb	no
synth:synth-16256-2327-E	Rho Oph E	ρ Oph E	yes
synth:synth-16256-2327-F	Rho Oph F	ρ Oph F	yes
synth:synth-16274-3729-B	HIP 80603 B	V1055 Sco B	no
synth:synth-16278+2054-Ab	HIP 80625 Ab	NSV 20646 Ab	no
synth:synth-16278-0822-Aa2	Ups Oph Aa2	υ Oph Aa2	yes
synth:synth-16278-0822-Ab	Ups Oph Ab	υ Oph Ab	yes
synth:synth-16293-3058-C	HIP 80758 C	NSV 20649 C	no
synth:synth-16310+3514-B	HIP 80888 B	NSV 20676 B	no
synth:synth-16319+5259-B	HIP 80961 B	GG Dra B	no
synth:synth-16319+5259-C	HIP 80961 C	GG Dra C	no
synth:synth-16329-4656-C	HD 148827 C	Y Nor C	no
synth:synth-16341+4226-B	Sig Her B	σ Her B	yes
synth:synth-16341-4403-B	Mu Nor B	μ Nor B	yes
synth:synth-16341-4403-C	Mu Nor C	μ Nor C	yes
synth:synth-16366+6948-Db	HIP 81363 Db	HIP 81332 Db	no
synth:synth-16385-5728-Ab	HIP 81478 Ab	V841 Ara Ab	no
synth:synth-16385-5728-B	HIP 81478 B	V841 Ara B	no
synth:synth-16413+3136-B	Zet Her B	ζ Her B	yes
synth:synth-16413-4846-Aa2	HIP 81702 Aa2	NSV 20732 Aa2	no
synth:synth-16413-4846-Ab	HIP 81702 Ab	NSV 20732 Ab	no
synth:synth-16413-4846-G	HIP 81696 G	NSV 20732 G	no
synth:synth-16419-1955-Ab	HIP 81754 Ab	40 G. Oph Ab	no
synth:synth-16419-1955-C	HIP 81754 C	40 G. Oph C	no
synth:synth-16475-4819-Cb	HD 151116 Cb	HD 151115 Cb	no
synth:synth-16534-2025-B	HIP 82621 B	54 G. Oph B	no
synth:synth-16539-4153-Ab	HD 152219 Ab	V1292 Sco Ab	no
synth:synth-16539-4153-B	HD 152219 B	V1292 Sco B	no
synth:synth-16539-4153-D	HD 152219 D	V1292 Sco D	no
synth:synth-16540-4143-B	HD 152218 B	V1294 Sco B	no
synth:synth-16540-4148-Ab	HIP 82676 Ab	NSV 20804 Ab	no
synth:synth-16540-4148-B	HIP 82676 B	NSV 20804 B	no
synth:synth-16540-4148-Fb	HD 152233 Fb	NSV 20804 Fb	no
synth:synth-16540-4148-H	HD 152233 H	NSV 20804 H	no
synth:synth-16542-4150-Aa2	HIP 82691 Aa2	V1007 Sco Aa2	no
synth:synth-16542-4150-D	HIP 82691 D	V1007 Sco D	no
